id,name,actMin,actMax,maxHP,rotation,difficultyTier,difficulty,actionsPerTurn,handSize,primaryPurpose,statusRefs,specialAbilities,notes,spawnTable,extra
E_CHROME_BRUISER_SHARD,Chrome Bruiser Shard,1,1,64,3,Normal,8.5,1,4,Control,,[],"Memorisable pool (6) with tiny deck variance (3/6). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Signal Imp: 19% | Hacker Drone: 18% | Corrode Rat: 18% | STOP: 45%,"{""Primary purpose"": ""Control"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Signal Imp: 19% | Hacker Drone: 18% | Corrode Rat: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +20 HP; deepen Controller theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (3/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_GLITCH_BRUISER_MK_II,Glitch Bruiser Mk II,1,1,65,3,Normal,6.7,1,3,Attack,,[],"Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Hacker Drone: 19% | Corrode Rat: 18% | Signal Imp: 18% | STOP: 45%,"{""Primary purpose"": ""Attack"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Hacker Drone: 19% | Corrode Rat: 18% | Signal Imp: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +12 HP; deepen Attacker theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_STATIC_IMP_RIG,Static Imp Rig,1,2,61,2,Normal,6.1,1,4,Debuff/DoT,,[],"Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Leak Wraith: 19% | Corrode Rat: 18% | Leak Wraith: 18% | STOP: 45%,"{""Primary purpose"": ""Debuff/DoT"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Leak Wraith: 19% | Corrode Rat: 18% | Leak Wraith: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +16 HP; deepen DoT theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_ECHO_SENTINEL_SHARD,Echo Sentinel Shard,1,1,64,4,Normal,5.1,1,4,Control,,[],"Memorisable pool (6) with tiny deck variance (4/6). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Signal Imp: 19% | Hacker Drone: 18% | Signal Imp: 18% | STOP: 45%,"{""Primary purpose"": ""Control"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Signal Imp: 19% | Hacker Drone: 18% | Signal Imp: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +14 HP; deepen Controller theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (4/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_KILO_TECH_SWARM,Kilo Tech Swarm,1,2,96,3,Hard,13.6,1,4,Defense/Tank,,[],"Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Firewall Pod: 19% | Firewall Pod: 18% | Hacker Drone: 18% | STOP: 45%,"{""Primary purpose"": ""Defense/Tank"", ""Actions / turn"": 1, ""Difficulty"": ""Hard"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Firewall Pod: 19% | Firewall Pod: 18% | Hacker Drone: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +14 HP; deepen Tank theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_VECTOR_GOON_PROXY,Vector Goon Proxy,1,3,96,3,Hard,16.0,1,4,Defense/Tank,,[],"Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Firewall Pod: 19% | Hacker Drone: 18% | Firewall Pod: 18% | STOP: 45%,"{""Primary purpose"": ""Defense/Tank"", ""Actions / turn"": 1, ""Difficulty"": ""Hard"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Firewall Pod: 19% | Hacker Drone: 18% | Firewall Pod: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +12 HP; deepen Tank theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 3"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_ION_CLERIC_PROXY,Ion Cleric Proxy,1,3,79,3,Hard,8.8,1,3,Economy pressure,,[],"Memorisable pool (6) with tiny deck variance (3/6). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Firewall Pod: 19% | Signal Imp: 18% | Hacker Drone: 18% | STOP: 45%,"{""Primary purpose"": ""Economy pressure"", ""Actions / turn"": 1, ""Difficulty"": ""Hard"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Firewall Pod: 19% | Signal Imp: 18% | Hacker Drone: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +18 HP; deepen Economy theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (3/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 3"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_NULL_DAEMON_RIG,Null Daemon Rig,1,2,61,2,Normal,6.4,1,4,Debuff/DoT,,[],"Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Leak Wraith: 34% | Leak Wraith: 18% | Firewall Pod: 18% | STOP: 30%,"{""Primary purpose"": ""Debuff/DoT"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Leak Wraith: 34% | Leak Wraith: 18% | Firewall Pod: 18% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +12 HP; deepen DoT theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_VANTA_SAPPER_NODE,Vanta Sapper Node,1,2,56,4,Normal,5.1,1,4,Support/Heal,,[],"Memorisable pool (6) with tiny deck variance (4/6). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Patch Sprite: 19% | Patch Sprite: 18% | Hacker Drone: 18% | STOP: 45%,"{""Primary purpose"": ""Support/Heal"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Patch Sprite: 19% | Patch Sprite: 18% | Hacker Drone: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +14 HP; deepen Healer theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (4/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_FLUX_POD_SHARD,Flux Pod Shard,1,1,59,2,Normal,5.7,1,3,Economy pressure,,[],"Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Patch Sprite: 19% | Firewall Pod: 18% | Corrode Rat: 18% | STOP: 45%,"{""Primary purpose"": ""Economy pressure"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Patch Sprite: 19% | Firewall Pod: 18% | Corrode Rat: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +12 HP; deepen Economy theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_VECTOR_HACKER_PACK,Vector Hacker Pack,1,1,39,3,Easy,3.1,1,4,Debuff/DoT,,[],"Memorisable pool (6) with tiny deck variance (3/6). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Leak Wraith: 19% | Firewall Pod: 18% | Leak Wraith: 18% | STOP: 45%,"{""Primary purpose"": ""Debuff/DoT"", ""Actions / turn"": 1, ""Difficulty"": ""Easy"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Leak Wraith: 19% | Firewall Pod: 18% | Leak Wraith: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +12 HP; deepen DoT theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (3/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_PULSE_RAT_MK_II,Pulse Rat Mk II,1,1,65,2,Normal,7.1,1,3,Attack,,[],"Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Firewall Pod: 19% | Corrode Rat: 18% | Hacker Drone: 18% | STOP: 45%,"{""Primary purpose"": ""Attack"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Firewall Pod: 19% | Corrode Rat: 18% | Hacker Drone: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +20 HP; deepen Attacker theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_NEON_POD_SUITE,Neon Pod Suite,1,2,64,3,Normal,7.2,1,4,Control,,[],"Memorisable pool (5) with tiny deck variance (3/5). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Signal Imp: 19% | Corrode Rat: 18% | Leak Wraith: 18% | STOP: 45%,"{""Primary purpose"": ""Control"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Signal Imp: 19% | Corrode Rat: 18% | Leak Wraith: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +18 HP; deepen Controller theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (5) with tiny deck variance (3/5). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_RAZOR_ENFORCER_FRAME,Razor Enforcer Frame,1,1,64,3,Normal,5.2,1,4,Control,,[],"Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Signal Imp: 19% | Leak Wraith: 18% | Corrode Rat: 18% | STOP: 45%,"{""Primary purpose"": ""Control"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Signal Imp: 19% | Leak Wraith: 18% | Corrode Rat: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +14 HP; deepen Controller theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_QUANTUM_TECH_NODE,Quantum Tech Node,1,1,59,2,Normal,7.5,1,3,Economy pressure,,[],"Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Corrode Rat: 19% | Hacker Drone: 18% | Patch Sprite: 18% | STOP: 45%,"{""Primary purpose"": ""Economy pressure"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Corrode Rat: 19% | Hacker Drone: 18% | Patch Sprite: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +16 HP; deepen Economy theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_ROGUE_POD_PROTOCOL,Rogue Pod Protocol,1,2,59,2,Normal,6.4,1,3,Economy pressure,,[],"Memorisable pool (6) with tiny deck variance (2/6). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Corrode Rat: 19% | Patch Sprite: 18% | Hacker Drone: 18% | STOP: 45%,"{""Primary purpose"": ""Economy pressure"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Corrode Rat: 19% | Patch Sprite: 18% | Hacker Drone: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +18 HP; deepen Economy theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (2/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_VANTA_ENFORCER_MK_I,Vanta Enforcer Mk I,1,1,64,3,Normal,6.2,1,4,Control,Firewall,"[""Starts combat with 6 Firewall""]","Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Signal Imp: 34% | Signal Imp: 18% | Hacker Drone: 18% | STOP: 30%,"{""Primary purpose"": ""Control"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Signal Imp: 34% | Signal Imp: 18% | Hacker Drone: 18% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +10 HP; deepen Controller theme."", ""Special effects"": ""Starts combat with 6 Firewall."", ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_ION_SAPPER_RIG,Ion Sapper Rig,1,2,96,2,Hard,11.6,1,4,Defense/Tank,,[],"Memorisable pool (4) with tiny deck variance (2/4). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Firewall Pod: 19% | Signal Imp: 18% | Corrode Rat: 18% | STOP: 45%,"{""Primary purpose"": ""Defense/Tank"", ""Actions / turn"": 1, ""Difficulty"": ""Hard"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Firewall Pod: 19% | Signal Imp: 18% | Corrode Rat: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +16 HP; deepen Tank theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (2/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_RAZOR_RUNNER_PROXY,Razor Runner Proxy,1,2,76,2,Normal,5.2,1,4,Defense/Tank,,[],"Memorisable pool (5) with tiny deck variance (2/5). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Firewall Pod: 19% | Firewall Pod: 18% | Corrode Rat: 18% | STOP: 45%,"{""Primary purpose"": ""Defense/Tank"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Firewall Pod: 19% | Firewall Pod: 18% | Corrode Rat: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +14 HP; deepen Tank theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (5) with tiny deck variance (2/5). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_HOLO_SAPPER_CELL,Holo Sapper Cell,1,2,65,2,Normal,6.9,1,3,Attack,,[],"Memorisable pool (6) with tiny deck variance (2/6). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Signal Imp: 19% | Hacker Drone: 18% | Patch Sprite: 18% | STOP: 45%,"{""Primary purpose"": ""Attack"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Signal Imp: 19% | Hacker Drone: 18% | Patch Sprite: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +18 HP; deepen Attacker theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (2/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_ROGUE_SNIPER_UNIT,Rogue Sniper Unit,1,2,59,4,Normal,4.6,1,3,Economy pressure,,[],"Memorisable pool (6) with tiny deck variance (4/6). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Corrode Rat: 19% | Hacker Drone: 18% | Signal Imp: 18% | STOP: 45%,"{""Primary purpose"": ""Economy pressure"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Corrode Rat: 19% | Hacker Drone: 18% | Signal Imp: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +20 HP; deepen Economy theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (4/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_PULSE_DAEMON_UNIT,Pulse Daemon Unit,1,2,56,3,Normal,7.7,1,4,Support/Heal,,"[""Every 4 turns: summons a Scrap Minion if slot available""]","Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Patch Sprite: 19% | Firewall Pod: 18% | Hacker Drone: 18% | STOP: 45%,"{""Primary purpose"": ""Support/Heal"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Patch Sprite: 19% | Firewall Pod: 18% | Hacker Drone: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": ""Scrap≤3"", ""Scaling options"": ""Later acts: +16 HP; deepen Healer theme."", ""Special effects"": ""Every 4 turns: summons a Scrap Minion if slot available."", ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_CIRCUIT_HACKER_ARRAY,Circuit Hacker Array,1,2,81,2,Hard,9.9,1,4,Debuff/DoT,,[],"Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Leak Wraith: 19% | Hacker Drone: 18% | Patch Sprite: 18% | STOP: 45%,"{""Primary purpose"": ""Debuff/DoT"", ""Actions / turn"": 1, ""Difficulty"": ""Hard"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Leak Wraith: 19% | Hacker Drone: 18% | Patch Sprite: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +14 HP; deepen DoT theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_GLITCH_TECH_PROTOCOL,Glitch Tech Protocol,1,1,65,3,Normal,5.0,1,3,Attack,,[],"Memorisable pool (6) with tiny deck variance (3/6). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Signal Imp: 19% | Corrode Rat: 18% | Firewall Pod: 18% | STOP: 45%,"{""Primary purpose"": ""Attack"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Signal Imp: 19% | Corrode Rat: 18% | Firewall Pod: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +16 HP; deepen Attacker theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (6) with tiny deck variance (3/6). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_CHROME_MARAUDER_CELL,Chrome Marauder Cell,1,1,35,4,Easy,2.6,1,4,Support/Heal,,[],"Memorisable pool (5) with tiny deck variance (4/5). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Patch Sprite: 19% | Corrode Rat: 18% | Hacker Drone: 18% | STOP: 45%,"{""Primary purpose"": ""Support/Heal"", ""Actions / turn"": 1, ""Difficulty"": ""Easy"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Patch Sprite: 19% | Corrode Rat: 18% | Hacker Drone: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +20 HP; deepen Healer theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (5) with tiny deck variance (4/5). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_CIPHER_CLERIC_SHARD,Cipher Cleric Shard,1,2,56,3,Normal,6.1,1,4,Support/Heal,,[],"Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Patch Sprite: 34% | Signal Imp: 18% | Firewall Pod: 18% | STOP: 30%,"{""Primary purpose"": ""Support/Heal"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Patch Sprite: 34% | Signal Imp: 18% | Firewall Pod: 18% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +10 HP; deepen Healer theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (4) with tiny deck variance (3/4). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 2"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
E_GHOST_GOON_MK_III,Ghost Goon Mk III,1,1,64,2,Normal,7.2,1,4,Control,,[],"Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition.",Signal Imp: 19% | Firewall Pod: 18% | Corrode Rat: 18% | STOP: 45%,"{""Primary purpose"": ""Control"", ""Actions / turn"": 1, ""Difficulty"": ""Normal"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Signal Imp: 19% | Firewall Pod: 18% | Corrode Rat: 18% | STOP: 45%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Later acts: +12 HP; deepen Controller theme."", ""Special effects"": null, ""Design notes / justification"": ""Memorisable pool (3) with tiny deck variance (2/3). Plays 1 card/turn, so threat comes from card mix + encounter composition."", ""Boss category"": null, ""Run inclusion weight"": null, ""Act"": ""Act 1"", ""Boss pool (Act)"": null, ""Notes (Act tuning)"": null}"
